Query ID,Phrase,Operator,Fragment Type,Functions,Group By,Answer
42,Los Angeles,,pred,,,business.city = 'Los Angeles'
43,neighborhood,,attr,,,neighborhood.neighborhood_name
43,restaurant,,pred,,,category.category_name = 'Restaurants'
43,Flat Top Grill,,pred,,,business.name = 'Flat Top Grill'
44,tips,,attr,,,tip.text
44,Vintner Grill,,pred,,,business.name = 'Vintner Grill'
44,9 likes,>,pred,,,tip.likes > 9
45,reviews,,attr,,,review.text
45,Kabob Palace,,pred,,,business.name = 'Kabob Palace'
45,year 2014,,pred,,,review.year = 2014
46,users,,attr,,,user.name
46,tips,,rel,,,tip
46,businesses,,rel,,,business
46,Dallas,,pred,,,business.city = 'Dallas'
47,cities,,attr,,,business.city
47,Texas,,pred,,,business.state = 'Texas'
47,restaurant,,pred,,,category.category_name = 'Restaurants'
47,MGM Grand Buffet,,pred,,,business.name = 'MGM Grand Buffet'
48,users,,attr,,,user.name
48,tips,,rel,,,tip
48,pet groomers,,pred,,,category.category_name = 'Pet Groomers';business.name = 'Pet Groomers'
49,reviews,,attr,,,review.text
49,bistros,,pred,,,category.category_name = 'Bistros'
49,rating 1.5,<,pred,,,review.rating < 1.5
50,neighborhoods,,attr,,,neighborhood.neighborhood_name
50,Michelle,,pred,,,user.name = 'Michelle'
50,reviewed,,rel,,,review
50,business,,rel,,,business
51,tips,,attr,,,tip.text
51,Cafe Zinho,,pred,,,business.name = 'Cafe Zinho'
51,Texas,,pred,,,business.state = 'Texas'
52,businesses,,attr,,,business.name
52,restaurants,,pred,,,category.category_name = 'Restaurants'
52,Pennsylvania,,pred,,,business.state = 'Pennsylvania'
53,users,,attr,,,user.name
53,reviewed,,rel,,,review
53,businesses,,rel,,,business
53,restaurants,,pred,,,category.category_name = 'Restaurants'
54,tips,,attr,,,tip.text
54,Cafe Zinho,,pred,,,business.name = 'Cafe Zinho'
54,Pennsylvania,,pred,,,business.state = 'Pennsylvania'
54,2010,=,pred,,,tip.year = 2010
55,users,,attr,,,user.name
55,reviewed,,rel,,,review
55,businesses,,rel,,,business
55,restaurants,,pred,,,category.category_name = 'Restaurants'
55,2010,=,pred,,,review.year = 2010
56,tips,,attr,,,tip.text
56,user,,rel,,,user
56,review,,rel,,,review
56,2012,=,pred,,,review.year = 2012
57,reviews,,attr,,,review.text
57,businesses,,rel,,,business
57,rated 2.5,=,pred,,,business.rating = 2.5
58,preschools,,attr+pred,count,,"category.category_name = 'Preschools',count(business.name)"
58,Madison,,pred,,,business.city = 'Madison'
59,restaurants,,attr+pred,count,,"category.category_name = 'Restaurants',count(business.name)"
59,rated 3.5,>,pred,,,business.rating > 3.5
60,checkins,,attr,sum,,sum(checkin.count)
60,Moroccan,,pred,,,category.category_name = 'Moroccan'
60,restaurants,,pred,,,category.category_name = 'Restaurants'
60,Los Angeles,,pred,,,business.city = 'Los Angeles'
61,checkins,,attr,sum,,sum(checkin.count)
61,Moroccan,,pred,,,category.category_name = 'Moroccan'
61,restaurants,,pred,,,category.category_name = 'Restaurants'
61,Los Angeles,,pred,,,business.city = 'Los Angeles'
61,Fridays,,pred,,,checkin.day = 'Friday'
62,checkins,,attr,sum,,sum(checkin.count)
62,Moroccan,,pred,,,category.category_name = 'Moroccan'
62,restaurants,,pred,,,category.category_name = 'Restaurants'
62,Los Angeles,,pred,,,business.city = 'Los Angeles'
62,day,,attr,,1,checkin.day
63,checkins,,attr,sum,,sum(checkin.count)
63,Italian,,pred,,,category.category_name = 'Italian'
63,delis,,pred,,,category.category_name = 'Delis'
63,states,,attr,,1,business.state
63,Sundays,,pred,,,checkin.day = 'Sunday'
64,reviews,,attr,count,,count(review.text)
64,Niloofar,,pred,,,user.name = 'Niloofar'
64,2015,=,pred,,,review.year = 2015
65,rating,,attr,avg,,avg(review.rating)
65,Michelle,,pred,,,user.name = 'Michelle'
65,reviews,,rel,,,review
66,checkins,,attr,sum,,sum(checkin.count)
66,Cafe Zinho,,pred,,,business.name = 'Cafe Zinho'
66,Fridays,,pred,,,checkin.day = 'Friday'
67,users,,attr,count,,count(user.name)
67,reviewed,,rel,,,review
67,Sushi Too,,pred,,,business.name = 'Sushi Too'
67,Pittsburgh,,pred,,,business.city = 'Pittsburgh'
68,pet groomers,,attr+pred,count,,"category.category_name = 'Pet Groomers',count(business.name);business.name = 'Pet Groomers',count(business.name)"
68,Edinburgh,,pred,,,business.city = 'Edinburgh'
69,pet groomers,,attr+pred,count,,"category.category_name = 'Pet Groomers',count(business.name);business.name = 'Pet Groomers',count(business.name)"
69,Edinburgh,,pred,,,business.city = 'Edinburgh'
70,restaurants,,attr+pred,count,,"category.category_name = 'Restaurants',count(business.name)"
70,Pittsburgh,,pred,,,business.city = 'Pittsburgh'
70,rated 4.5,=,pred,,,business.rating = 4.5
71,tips,,attr,count,,count(tip.text)
71,2015,=,pred,,,tip.year = 2015
72,likes,,attr,sum,,sum(tip.likes)
72,tips,,rel,,,tip
72,Niloofar,,pred,,,user.name = 'Niloofar'
73,likes,,attr,sum,,sum(tip.likes)
73,tips,,rel,,,tip
73,Cafe Zinho,,pred,,,business.name = 'Cafe Zinho'
74,likes,,attr,sum,,sum(tip.likes)
74,tips,,rel,,,tip
74,Niloofar,,pred,,,user.name = 'Niloofar'
74,Cafe Zinho,,pred,,,business.name = 'Cafe Zinho'
75,tips,,attr,count,,count(tip.text)
75,Michelle,,pred,,,user.name = 'Michelle'
75,2014,=,pred,,,tip.year = 2014
76,tips,,attr,count,,count(tip.text)
76,Michelle,,pred,,,user.name = 'Michelle'
76,April,,pred,,,tip.month = 'April'
77,restaurants,,attr+pred,count,,"category.category_name = 'Restaurants',count(business.name)"
77,Texas,,pred,,,business.state = 'Texas'
78,dentists,,attr+pred,count,,"category.category_name = 'Dentists',count(business.name)"
78,Los Angeles,,pred,,,business.city = 'Los Angeles'
79,dentists,,attr+pred,count,,"category.category_name = 'Dentists',count(business.name)"
79,Los Angeles,,pred,,,business.city = 'Los Angeles'
79,rating 4,>,pred,,,business.rating > 4
80,people,,attr,count,,count(user.name)
80,reviewed,,rel,,,review
80,restaurant,,pred,,,category.category_name = 'Restaurants'
80,Texas de Brazil,,pred,,,business.name = 'Texas de Brazil'
80,Dallas,,pred,,,business.city = 'Dallas'
80,Texas,,pred,,,business.state = 'Texas'
81,people,,attr,count,,count(user.name)
81,reviewed,,rel,,,review
81,Bistro Di Napoli,,pred,,,business.name = 'Bistro Di Napoli'
81,2015,=,pred,,,review.year = 2015
82,restaurants,,attr+pred,count,,"category.category_name = 'Restaurants',count(business.name)"
82,Hazelwood,,pred,,,neighborhood.neighborhood_name = 'Hazelwood'
82,Dallas,,pred,,,business.city = 'Dallas'
83,Starbucks,,attr+pred,count,,"business.name = 'Starbucks',count(business.name)"
83,Dallas,,pred,,,business.city = 'Dallas'
83,Texas,,pred,,,business.state = 'Texas'
84,reviews,,attr,count,,count(review.text)
84,Acacia Cafe ,,pred,,,business.name = 'Acacia Cafe'
85,checkins,,attr,avg,,avg(checkin.count)
85,Barrio Café,,pred,,,business.name = 'Barrio Café'
85,day,,attr,,1,checkin.day
86,businesses,,attr,count,,count(business.name)
86,Stone Meadows neighborhood,,pred,,,neighborhood.neighborhood_name = 'Stone Meadows'
86,Madison,,pred,,,business.city = 'Madison'
87,bars,,attr+pred,count,,"category.category_name = 'Bars',count(business.name)"
87,Dallas,,pred,,,business.city = 'Dallas'
87,rating 3.5,>,pred,,,business.rating > 3.5
88,businesses,,attr,count,,count(business.name)
88,user Michelle,,pred,,,user.name = 'Michelle'
88,reviews,,rel,,,review
88,month,,attr,,1,review.month
89,reviews,,attr,count,,count(review.text)
89,Adrienne,,pred,,,user.name = 'Adrienne'
90,reviews,,attr,count,,count(review.text)
90,Michelle,,pred,,,user.name = 'Michelle'
90,March,,pred,,,review.month = 'March'
90,2014,=,pred,,,review.year = 2014
91,businesses,,attr,count,,count(business.name)
91,Michelle,,pred,,,user.name = 'Michelle'
91,reviewed,,rel,,,review
91,2010,=,pred,,,review.year = 2010
92,businesses,,attr,count,,count(business.name)
92,San Diego,,pred,,,business.city = 'San Diego'
92,Christine,,pred,,,user.name = 'Christine'
92,reviewed,,rel,,,review
92,2010,=,pred,,,review.year = 2010
93,Target,,attr+pred,count,,"business.name = 'Target',count(business.name)"
93,Los Angeles,,pred,,,business.city = 'Los Angeles'
94,users,,attr,count,,count(user.name)
94,reviewed,,rel,,,review
94,Irish,,pred,,,category.category_name = 'Irish'
94,pubs,,pred,,,category.category_name = 'Pubs'
94,Dallas,,pred,,,business.city = 'Dallas'
95,rating,,attr,avg,,avg(review.rating)
95,reviews,,rel,,,review
95,year 2014,=,pred,,,review.year = 2014
96,people,,attr,count,,count(user.name)
96,reviewed,,rel,,,review
96,restaurant,,pred,,,category.category_name = 'Restaurants'
96,Vintner Grill,,pred,,,business.name = 'Vintner Grill'
96,2010,=,pred,,,review.year = 2010
97,reviews,,attr,count,,count(review.text)
97,businesses,,rel,,,business
97,South Summerlin neighborhood,,pred,,,neighborhood.neighborhood_name = 'South Summerlin'
98,escape games,,attr+pred,count,,"category.category_name = 'Escape Games',count(business.name)"
98,Madison,,pred,,,business.city = 'Madison'
99,businesses,,attr,count,,count(business.name)
99,restaurants,,pred,,,category.category_name = 'Restaurants'
100,cities,,attr,count,,count(business.city)
100,Panda Express,,pred,,,business.name = 'Panda Express'
101,tips,,attr,count,,count(tip.text)
101,Michelle,,pred,,,user.name = 'Michelle'
102,tips,,attr,count,,count(tip.text)
102,Michelle,,pred,,,user.name = 'Michelle'
102,2010,=,pred,,,tip.year = 2010
103,checkins,,attr,sum,,sum(checkin.count)
103,Brighton Heights neighborhood,,pred,,,neighborhood.neighborhood_name = 'Brighton Heights'
104,checkins,,attr,sum,,sum(checkin.count)
104,Sundays,,pred,,,checkin.day = 'Sunday'
105,reviews,,attr,count,,count(review.text)
105,March,,pred,,,review.month = 'March'
106,tips,,attr,count,,count(tip.text)
106,month,,attr,,1,tip.month
107,neighborhoods,,attr,count,,count(neighborhood.neighborhood_name)
107,business,,rel,,,business
107,rating 5,=,pred,,,business.rating = 5
107,Madison,,pred,,,business.city = 'Madison'
108,Moroccan,,pred,,,category.category_name = 'Moroccan'
108,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
108,Texas,,pred,,,business.state = 'Texas'
109,Italian,,pred,,,category.category_name = 'Italian'
109,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
109,Los Angeles,,pred,,,business.city = 'Los Angeles'
110,Thai,,pred,,,category.category_name = 'Thai'
110,restaurant,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
110,reviews,,pred,"max, count",,count(review.text) = max(count(review.text))
111,business,,attr,,,business.name
111,checkins,,pred,"max, sum",,sum(checkin.count) = max(sum(checkin.count))
112,user,,attr,,,user.name
112,reviews,,pred,"max, count",,count(review.text) = max(count(review.text))
113,neighborhood,,attr,,,neighborhood.neighborhood_name
113,businesses,,pred,"max, count",,count(business.name) = max(count(business.name))
113,Madison,,pred,,,business.city = 'Madison'
114,neighborhood,,attr,,,neighborhood.neighborhood_name
114,Madison,,pred,,,business.city = 'Madison'
114,Italian,,pred,,,category.category_name = 'Italian'
114,restaurant,,pred,,,category.category_name = 'Restaurants'
114,stars,,pred,max,,business.rating = max(business.rating)
115,Chinese,,pred,,,category.category_name = 'Chinese'
115,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
115,Dallas,,pred,,,business.city = 'Dallas'
115,4 stars,>=,pred,,,business.rating >= 4
116,Mexican,,pred,,,category.category_name = 'Mexican'
116,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
116,Dallas,,pred,,,business.city = 'Dallas'
116,rating 3.5,>,pred,,,business.rating > 3.5
117,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
117,valet service,,pred,,,category.category_name = 'Valet Services'
117,Dallas,,pred,,,business.city = 'Dallas'
117,Texas,,pred,,,business.state = 'Texas'
118,Italian,,pred,,,category.category_name = 'Italian'
118,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
118,Meadowood neighborhood,,pred,,,neighborhood.neighborhood_name = 'Meadowood'
118,Madison,,pred,,,business.city = 'Madison'
119,bars,,attr+pred,,1,"category.category_name = 'Bars',business.name"
119,Los Angeles,,pred,,,business.city = 'Los Angeles'
119,30 reviews,>=,pred,,,business.review_count >= 30
119,rating 3 stars,>,pred,avg,,avg(review.rating) > 3
120,Egyptian,,pred,,,category.category_name = 'Egyptian'
120,restaurants,,attr+pred,count,,"category.category_name = 'Restaurants',count(business.name)"
120,Edinburgh,,pred,,,business.city = 'Edinburgh'
121,Indian,,pred,,,category.category_name = 'Indian'
121,restaurant,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
121,Dallas,,pred,,,business.city = 'Dallas'
121,rating,,pred,max,,business.rating = max(business.rating)
122,restaurants,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
122,seafood,,pred,,,category.category_name = 'Seafood'
122,Los Angeles,,pred,,,business.city = 'Los Angeles'
123,Indian,,pred,,,category.category_name = 'Indian'
123,restaurant,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
123,Dallas,,pred,,,business.city = 'Dallas'
123,number of reviews,,pred,max,,business.review_count = max(business.review_count)
124,Italian,,pred,,,category.category_name = 'Italian'
124,restaurant,,attr+pred,,,"category.category_name = 'Restaurants',business.name"
124,Dallas,,pred,,,business.city = 'Dallas'
124,rating,,pred,max,,business.rating = max(business.rating)
125,users,,attr,,1,user.name
125,review rating 3,<,pred,avg,,avg(review.rating) < 3
126,business,,attr,,1,business.name
126,reviews,,pred,"max, count",,count(review.text) = max(count(review.text))
126,April,,pred,,,review.month = 'April'
127,business,,attr,,1,business.name
127,categories,,pred,"max, count",,count(category.category_name) = max(count(category.category_name))
