Query ID,Phrase,Operator,Fragment Type,Functions,Group By,Answer
122,citations,,attr,,,publication.citation_num
122,paper,,attr,,1,publication.title
122,PVLDB,,pred,,,journal.name = 'PVLDB'
123,citations,,attr,sum,,sum(publication.citation_num)
123,papers,,rel,,,publication
123,PVLDB,,pred,,,journal.name = 'PVLDB'
123,2005,,pred,,,publication.year = 2005
124,citations,,attr,sum,,sum(publication.citation_num)
124,papers,,rel,,,publication
124,PVLDB,,pred,,,journal.name = 'PVLDB'
124,before 2005,<,pred,,,publication.year < 2005
125,citations,,attr,sum,,sum(publication.citation_num)
125,papers,,rel,,,publication
125,PVLDB,,pred,,,journal.name = 'PVLDB'
125,year,,attr,,1,publication.year
126,papers,,attr,count,,count(publication.title)
126,PVLDB,,pred,,,journal.name = 'PVLDB'
126,year,,attr,,1,publication.year
127,citations,,attr,sum,,sum(publication.citation_num)
127,papers,,rel,,,publication
127,VLDB conference,,pred,,,conference.name = 'VLDB'
128,citations,,attr,,,publication.citation_num
128,paper,,attr,,1,publication.title
128,VLDB conference,,pred,,,conference.name = 'VLDB'
129,citations,,attr,sum,,sum(publication.citation_num)
129,papers,,rel,,,publication
129,VLDB conference,,pred,,,conference.name = 'VLDB'
129,2005,,pred,,,publication.year = 2005
130,citations,,attr,sum,,sum(publication.citation_num)
130,papers,,rel,,,publication
130,VLDB conference,,pred,,,conference.name = 'VLDB'
130,before 2005,<,pred,,,publication.year < 2005
131,citations,,attr,sum,,sum(publication.citation_num)
131,papers,,rel,,,publication
131,VLDB conference,,pred,,,conference.name = 'VLDB'
131,year,,attr,,1,publication.year
132,papers,,attr,count,,count(publication.title)
132,VLDB conference,,pred,,,conference.name = 'VLDB'
132,year,,attr,,1,publication.year
133,authors,,attr,,,author.name
133,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
133,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
134,authors,,attr,,,author.name
134,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
134,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
135,authors,,attr,,,author.name
135,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
135,after 2000,>,pred,,,publication.year > 2000
136,papers,,attr,,,publication.title
136,written,,rel,,,writes
136,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
136,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
137,papers,,attr,,,publication.title
137,written,,rel,,,writes
137,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
137,Yunyao Li,,pred,,,author.name = 'Yunyao Li'
137,after 2005,>,pred,,,publication.year > 2005
138,papers,,attr,,,publication.title
138,written,,rel,,,writes
138,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
138,Yunyao Li,,pred,,,author.name = 'Yunyao Li'
138,PVLDB,,pred,,,journal.name = 'PVLDB'
139,papers,,attr,,,publication.title
139,written,,rel,,,writes
139,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
139,Yunyao Li,,pred,,,author.name = 'Yunyao Li'
139,PVLDB,,pred,,,journal.name = 'PVLDB'
139,after 2005,>,pred,,,publication.year > 2005
140,authors,,attr,,,author.name
140,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
141,papers,,attr,,,publication.title
141,written,,rel,,,writes
141,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
141,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
141,before 2000,<,pred,,,publication.year < 2000
142,authors,,attr,,,author.name
142,cited,,rel,,,cite
142,papers,,rel,,,publication
142,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
143,papers,,attr,count,,count(publication.title)
143,written,,rel,,,writes
143,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
143,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
144,papers,,attr,count,,count(publication.title)
144,written,,rel,,,writes
144,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
144,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
144,before 2000,<,pred,,,publication.year < 2000
145,papers,,attr,count,,count(publication.title)
145,written,,rel,,,writes
145,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
145,Yunyao Li,,pred,,,author.name = 'Yunyao Li'
145,Cong Yu,,pred,,,author.name = 'Cong Yu';author.name = 'Yu Cong'
146,authors,,attr,count,,count(author.name)
146,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
147,authors,,attr,count,,count(author.name)
147,cited,,rel,,,cite
147,papers,,rel,,,publication
147,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
148,papers,,attr,,,publication.title
148,written,,rel,,,writes
148,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
148,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
148,200 citations,>,pred,,,publication.citation_num > 200
149,author,,attr,,1,author.name
149,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
149,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
150,conference,,attr,,1,conference.name
150,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
150,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
151,journal,,attr,,1,journal.name
151,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
151,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
152,authors,,attr,count,1,count(author.name)
152,10 papers,>,pred,count,,count(publication.title) > 10
152,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
153,conferences,,attr,count,1,count(conference.name)
153,60 papers,>,pred,count,,count(publication.title) > 60
153,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
154,journals,,attr,count,1,count(journal.name)
154,60 papers,>,pred,count,,count(publication.title) > 60
154,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
155,authors,,attr,count,1,count(author.name)
155,10 papers,>,pred,count,,count(publication.title) > 10
155,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
156,conferences,,attr,count,1,count(conference.name)
156,60 papers,>,pred,count,,count(publication.title) > 60
156,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
157,journals,,attr,count,1,count(journal.name)
157,60 papers,>,pred,count,,count(publication.title) > 60
157,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
158,keywords,,attr,count,1,count(keyword.keyword)
158,100 papers,>,pred,count,,count(publication.title) > 100
158,VLDB conference,,pred,,,conference.name = 'VLDB'
159,keywords,,attr,count,1,count(keyword.keyword)
159,100 papers,>,pred,count,,count(publication.title) > 100
159,PVLDB,,pred,,,journal.name = 'PVLDB'
160,keywords,,attr,,1,keyword.keyword
160,10 papers,>,pred,count,,count(publication.title) > 10
160,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
161,keyword,,attr,,1,keyword.keyword
161,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
161,VLDB conference,,pred,,,conference.name = 'VLDB'
162,keyword,,attr,,1,keyword.keyword
162,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
162,PVLDB,,pred,,,journal.name = 'PVLDB'
163,keyword,,attr,,1,keyword.keyword
163,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
163,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
164,journal,,attr,,1,journal.name
164,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
164,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
165,conference,,attr,,1,conference.name
165,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
165,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
166,author,,attr,,1,author.name
166,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
166,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
167,author,,attr,,1,author.name
167,University of Michigan,,pred,,,organization.name = 'University of Michigan'
167,papers,,rel,,,publication
167,citations,,pred,"max, sum",,sum(publication.citation_num) = max(sum(publication.citation_num))
168,author,,attr,,,author.name
168,University of Michigan,,pred,,,organization.name = 'University of Michigan'
168,papers,,rel,,1,publication
168,Databases area,,pred,,,domain.name = 'Databases'
168,citations,,pred,"max, sum",,sum(publication.citation_num) = max(sum(publication.citation_num))
169,papers,,attr,,,publication.title
169,written,,rel,,,writes
169,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
169,Divesh Srivastava,,pred,,,author.name = 'Divesh Srivastava'
169,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
170,conferences,,attr,,1,conference.name
170,10 papers,>,pred,count,,count(publication.title) > 10
170,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
171,conference,,attr,,1,conference.name
171,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
171,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
172,journals,,attr,,1,journal.name
172,10 papers,>,pred,count,,count(publication.title) > 10
172,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
173,journal,,attr,,1,journal.name
173,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
173,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
174,paper,,attr,,1,publication.title
174,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
175,paper,,attr,,1,publication.title
175,Databases area,,pred,,,domain.name = 'Databases'
175,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
176,paper,,attr,,1,publication.title
176,PVLDB,,pred,,,journal.name = 'PVLDB'
176,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
177,paper,,attr,,1,publication.title
177,VLDB conference,,pred,,,conference.name = 'VLDB'
177,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
178,paper,,attr,,1,publication.title
178,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
178,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
179,paper,,attr,,1,publication.title
179,after 2000,>,pred,,,publication.year > 2000
179,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
180,paper,,attr,,1,publication.title
180,after 2000,>,pred,,,publication.year > 2000
180,Databases area,,pred,,,domain.name = 'Databases'
180,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
181,paper,,attr,,1,publication.title
181,after 2000,>,pred,,,publication.year > 2000
181,PVLDB,,pred,,,journal.name = 'PVLDB'
181,citations,,pred,max,,publication.citation_num = max(publication.citation_num)
182,paper,,attr,,1,publication.title
182,after 2000,>,pred,,,publication.year > 2000
182,VLDB conference,,pred,,,conference.name = 'VLDB'
182,citations,,attr,max,,publication.citation_num = max(publication.citation_num)
183,authors,,attr,,1,author.name
183,10 papers,>,pred,count,,count(publication.title) > 10
183,PVLDB,,pred,,,journal.name = 'PVLDB'
184,authors,,attr,,1,author.name
184,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
184,PVLDB,,pred,,,journal.name = 'PVLDB'
185,authors,,attr,,1,author.name
185,10 papers,>,pred,count,,count(publication.title) > 10
185,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
186,conferences,,attr,,1,conference.name
186,60 papers,>,pred,count,,count(publication.title) > 60
186,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
187,journals,,attr,,1,journal.name
187,60 papers,>,pred,count,,count(publication.title) > 60
187,keyword Relational Database,,pred,,,keyword.keyword = 'Relational Database'
188,keywords,,attr,,1,keyword.keyword
188,100 papers,>,pred,count,,count(publication.title) > 100
188,VLDB conference,,pred,,,conference.name = 'VLDB'
189,keywords,,attr,,1,keyword.keyword
189,100 papers,>,pred,count,,count(publication.title) > 100
189,PVLDB,,pred,,,journal.name = 'PVLDB'
190,keywords,,attr,,1,keyword.keyword
190,10 papers,>,pred,count,,count(publication.title) > 10
190,H. V. Jagadish,,pred,,,author.name = 'H. V. Jagadish'
191,authors,,attr,,1,author.name
191,10 papers,>,pred,count,,count(publication.title) > 10
191,VLDB conference,,pred,,,conference.name = 'VLDB'
192,author,,attr,,1,author.name
192,papers,,pred,"max, count",,count(publication.title) = max(count(publication.title))
192,VLDB conference,,pred,,,conference.name = 'VLDB'
193,author,,attr,,1,author.name
193,University of Michigan,,pred,,,organization.name = 'University of Michigan'
193,papers,,rel,,,publication
193,5000 citations,>,pred,sum,,sum(publication.citation_num) > 5000
194,author,,attr,,1,author.name
194,University of Michigan,,pred,,,organization.name = 'University of Michigan'
194,Databases area,,pred,,,domain.name = 'Databases'
194,papers,,rel,,,publication
194,5000 citations,>,pred,sum,,sum(publication.citation_num) > 5000
